AccessionNumber,doi,PubMedID,title,authors,source,citations,publicationDate,fieldCode,researchDesign,individualLevelData,firstContact,dateFirstResponse,responseCode,reasons,requirements,reasonsDetail
WOS:000354181400006,https://dx.doi.org/10.1001/jamapsychiatry.2014.3018,MEDLINE:25786075,"Antipsychotics, Other Psychotropics, And The Risk Of Death In Patients With Dementia Number Needed To Harm","MAUST, DT;KIM, HM;SEYFRIED, LS;CHIANG, C;KAVANAGH, J;SCHNEIDER, LS;KALES, HC",JAMA PSYCHIATRY 72 (5): 438-445 MAY 2015,50,2015,PSYCHIATRY,caseControl,Y,6/23/17,6/30/17,4,A,,prohibited by law
WOS:000360646800042,https://dx.doi.org/10.1126/science.aac4716,,Estimating The Reproducibility Of Psychological Science,"AARTS, AA;ANDERSON, JE;ANDERSON, CJ;ATTRIDGE, PR;ATTWOOD, A;AXT, J;BABEL, M;BAHNIK, S;BARANSKI, E;BARNETT-COWAN, M;BARTMESS, E;BEER, J;BELL, R;BENTLEY, H;BEYAN, L;BINION, G;BORSBOOM, D;BOSCH, A;BOSCO, FA;BOWMAN, SD;BRANDT, MJ;BRASWELL, E;BROHMER, H;BROWN, BT;BROWN, K;BRUNING, J;CALHOUN-SAULS, A;CALLAHAN, SP;CHAGNON, E;CHANDLER, J;CHARTIER, CR;CHEUNG, F;CHRISTOPHERSON, CD;CILLESSEN, L;CLAY, R;CLEARY, H;CLOUD, MD;COHN, M;COHOON, J;COLUMBUS, S;CORDES, A;COSTANTINI, G;ALVAREZ, LDC;CREMATA, E;CRUSIUS, J;DECOSTER, J;DEGAETANO, MA;DELLA PENNA, N;DEN BEZEMER, B;DESERNO, MK;DEVITT, O;DEWITTE, L;DOBOLYI, DG;DODSON, GT;DONNELLAN, MB;DONOHUE, R;DORE, RA;DORROUGH, A;DREBER, A;DUGAS, M;DUNN, EW;EASEY, K;EBOIGBE, S;EGGLESTON, C;EMBLEY, J;EPSKAMP, S;ERRINGTON, TM;ESTEL, V;FARACH, FJ;FEATHER, J;FEDOR, A;FERNANDEZ-CASTILLA, B;FIEDLER, S;FIELD, JG;FITNEVA, SA;FLAGAN, T;FOREST, AL;FORSELL, E;FOSTER, JD;FRANK, MC;FRAZIER, RS;FUCHS, H;GABLE, P;GALAK, J;GALLIANI, EM;GAMPA, A;GARCIA, S;GAZARIAN, D;GILBERT, E;GINER-SOROLLA, R;GLOCKNER, A;GOELLNER, L;GOH, JX;GOLDBERG, R;GOODBOURN, PT;GORDON-MCKEON, S;GORGES, B;GORGES, J;GOSS, J;GRAHAM, J;GRANGE, JA;GRAY, J;HARTGERINK, C;HARTSHORNE, J;HASSELMAN, F;HAYES, T;HEIKENSTEN, E;HENNINGER, F;HODSOLL, J;HOLUBAR, T;HOOGENDOORN, G;HUMPHRIES, DJ;HUNG, COY;IMMELMAN, N;IRSIK, VC;JAHN, G;JAKEL, F;JEKEL, M;JOHANNESSON, M;JOHNSON, LG;JOHNSON, DJ;JOHNSON, KM;JOHNSTON, WJ;JONAS, K;JOY-GABA, JA;KAPPES, HB;KELSO, K;KIDWELL, MC;KIM, SK;KIRKHART, M;KLEINBERG, B;KNEZEVIC, G;KOLORZ, FM;KOSSAKOWSKI, JJ;KRAUSE, RW;KRIJNEN, J;KUHLMANN, T;KUNKELS, YK;KYC, MM;LAI, CK;LAIQUE, A;LAKENS, D;LANE, KA;LASSETTER, B;LAZAREVIC, LB;LEBEL, EP;LEE, KJ;LEE, M;LEMM, K;LEVITAN, CA;LEWIS, M;LIN, L;LIN, S;LIPPOLD, M;LOUREIRO, D;LUTEIJN, I;MACKINNON, S;MAINARD, HN;MARIGOLD, DC;MARTIN, DP;MARTINEZ, T;MASICAMPO, EJ;MATACOTTA, J;MATHUR, M;MAY, M;MECHIN, N;MEHTA, P;MEIXNER, J;MELINGER, A;MILLER, JK;MILLER, M;MOORE, K;MOSCHL, M;MOTYL, M;MULLER, SM;MUNAFO, M;NEIJENHUIJS, KI;NERVI, T;NICOLAS, G;NILSONNE, G;NOSEK, BA;NUIJTEN, MB;OLSSON, C;OSBORNE, C;OSTKAMP, L;PAVEL, M;PENTON-VOAK, IS;PERNA, O;PERNET, C;PERUGINI, M;PIPITONE, RN;PITTS, M;PLESSOW, F;PRENOVEAU, JM;RAHAL, RM;RATLIFF, KA;REINHARD, D;RENKEWITZ, F;RICKER, AA;RIGNEY, A;RIVERS, AM;ROEBKE, M;RUTCHICK, AM;RYAN, RS;SAHIN, O;SAIDE, A;SANDSTROM, GM;SANTOS, D;SAXE, R;SCHLEGELMILCH, R;SCHMIDT, K;SCHOLZ, S;SEIBEL, L;SELTERMAN, DF;SHAKI, S;SIMPSON, WB;SINCLAIR, HC;SKORINKO, JLM;SLOWIK, A;SNYDER, JS;SODERBERG, C;SONNLEITNER, C;SPENCER, N;SPIES, JR;STEEGEN, S;STIEGER, S;STROHMINGER, N;SULLIVAN, GB;TALHELM, T;TAPIA, M;TE DORSTHORST, A;THOMAE, M;THOMAS, SL;TIO, P;TRAETS, F;TSANG, S;TUERLINCKX, F;TURCHAN, P;VALASEK, M;VAN T VEER, AE;VAN AERT, R;VAN ASSEN, M;VAN BORK, R;VAN DE VEN, M;VAN DEN BERGH, D;VAN DER HULST, M;VAN DOOREN, R;VAN DOORN, J;VAN RENSWOUDE, DR;VAN RIJN, H;VANPAEMEL, W;ECHEVERRIA, AV;VAZQUEZ, M;VELEZ, N;VERMUE, M;VERSCHOOR, M;VIANELLO, M;VORACEK, M;VUU, G;WAGENMAKERS, EJ;WEERDMEESTER, J;WELSH, A;WESTGATE, EC;WISSINK, J;WOOD, M;WOODS, A;WRIGHT, E;WU, S;ZEELENBERG, M;ZUNI, K",SCIENCE 349 (6251): - AUG 28 2015,57,2015,PSYCHOLOGY,laboratoryExperiment,Y,6/23/17,6/23/17,8,,A,
WOS:000348034700009,https://dx.doi.org/10.1016/j.biopsycho.2014.11.004,MEDLINE:25451381,Knowing Your Own Heart: Distinguishing Interoceptive Accuracy From Interoceptive Awareness,"GARFINKEL, SN;SETH, AK;BARRETT, AB;SUZUKI, K;CRITCHLEY, HD",BIOL PSYCHOL 104: 65-74 JAN 2015,56,2015,PSYCHOLOGY,instrumentDevelopment,Y,6/23/17,NA,0,,,
WOS:000347915300033,https://dx.doi.org/10.1126/science.1261375,MEDLINE:25593183,Expectations Of Brilliance Underlie Gender Distributions Across Academic Disciplines,"LESLIE, SJ;CIMPIAN, A;MEYER, M;FREELAND, E",SCIENCE 347 (6219): 262-265 JAN 16 2015,48,2015,PSYCHOLOGY,fieldStudy,Y,6/23/17,6/24/17,8,,A,
WOS:000238083400004,https://dx.doi.org/10.1037/0022-3514.90.5.751,MEDLINE:16737372,A Meta-Analytic Test Of Intergroup Contact Theory,"PETTIGREW, TF;TROPP, LR",J PERSONAL SOC PSYCHOL 90 (5): 751-783 MAY 2006,1447,2006,NA,,N,,,,,,
WOS:000234910400007,https://dx.doi.org/10.1016/j.tics.2005.11.006,MEDLINE:16321563,Repetition And The Brain: Neural Models Of Stimulus-Specific Effects,"GRILL-SPECTOR, K;HENSON, R;MARTIN, A",TRENDS COGN SCI 10 (1): 14-23 JAN 2006,998,2006,NA,,N,,,,,,
WOS:000234042600001,https://dx.doi.org/10.1016/j.brat.2005.06.006,MEDLINE:16300724,"Acceptance And Commitment Therapy: Model, Processes And Outcomes","HAYES, SC;LUOMA, JB;BOND, FW;MASUDA, A;LILLIS, J",BEHAV RES THER 44 (1): 1-25 JAN 2006,911,2006,NA,,N,,,,,,
WOS:000236226500004,https://dx.doi.org/10.1037/0033-2909.132.2.249,MEDLINE:16536643,Does Changing Behavioral Intentions Engender Bahaviour Change? A Meta-Analysis Of The Experimental Evidence,"WEBB, TL;SHEERAN, P",PSYCHOL BULL 132 (2): 249-268 MAR 2006,866,2006,NA,,N,,,,,,
WOS:000234672200002,https://dx.doi.org/10.1016/j.cpr.2005.07.003,MEDLINE:16199119,The Empirical Status Of Cognitive-Behavioral Therapy: A Review Of Meta-Analyses,"BUTLER, AC;CHAPMAN, JE;FORMAN, EM;BECK, AT",CLIN PSYCHOL REV 26 (1): 17-31 JAN 2006,801,2006,NA,,N,,,,,,
WOS:000237616600001,https://dx.doi.org/10.1207/s15326985ep4102_1,,"Why Minimal Guidance During Instruction Does Not Work: An Analysis Of The Failure Of Constructivist, Discovery, Problem-Based, Experiential, And Inquiry-Based Teaching","KIRSCHNER, PA;SWELLER, J;CLARK, RE",EDUC PSYCHOL 41 (2): 75-86 SPR 2006,773,2006,NA,,N,,,,,,
WOS:000234946500001,https://dx.doi.org/10.1037/0033-2909.132.1.1,MEDLINE:16435954,Patterns Of Mean-Level Change In Personality Traits Across The Life Course: A Meta-Analysis Of Longitudinal Studies,"ROBERTS, BW;WALTON, KE;VIECHTBAUER, W",PSYCHOL BULL 132 (1): 1-25 JAN 2006,762,2006,NA,,N,,,,,,
WOS:000240862700011,https://dx.doi.org/10.1016/j.tics.2006.07.005,MEDLINE:16899397,Beyond Mind-Reading: Multi-Voxel Pattern Analysis Of Fmri Data,"NORMAN, KA;POLYN, SM;DETRE, GJ;HAXBY, JV",TRENDS COGN SCI 10 (9): 424-430 SEP 2006,755,2006,NA,,N,,,,,,
WOS:000238389500002,https://dx.doi.org/10.1016/S0065-2601(06)38002-1,,Implementation Intentions And Goal Achievement: A Meta-Analysis Of Effects And Processes,"GOLLWITZER, PM;SHEERAN, P",ADV EXP SOC PSYCHOL 38: 69-119 2006,754,2006,NA,,N,,,,,,
WOS:000234663500007,https://dx.doi.org/10.1016/j.jrp.2005.08.007,,The International Personality Item Pool And The Future Of Public-Domain Personality Measures,"GOLDBERG, LR;JOHNSON, JA;EBER, HW;HOGAN, R;ASHTON, MC;CLONINGER, CR;GOUGH, HG",J RES PERSONAL 40 (1): 84-96 FEB 2006,716,2006,NA,,N,,,,,,
WOS:000236957300002,https://dx.doi.org/10.1007/s10803-005-0039-0,MEDLINE:16450045,The Weak Coherence Account: Detail-Focused Cognitive Style In Autism Spectrum Disorders,"HAPPE, F;FRITH, U",J AUTISM DEV DISORD 36 (1): 5-25 JAN 2006,716,2006,NA,,N,,,,,,
WOS:000239934000003,https://dx.doi.org/10.1037/0033-2909.132.5.692,MEDLINE:16910748,Associative And Propositional Processes In Evaluation: An Integrative Review Of Implicit And Explicit Attitude Change,"GAWRONSKI, B;BODENHAUSEN, GV",PSYCHOL BULL 132 (5): 692-731 SEP 2006,714,2006,NA,,N,,,,,,
WOS:000238430400005,https://dx.doi.org/10.1037/1082-989X.11.2.193,MEDLINE:16784338,Assessing Heterogeneity In Meta-Analysis: Q Statistic Or I-2 Index?,"HUEDO-MEDINA, TB;SANCHEZ-MECA, J;MARIN-MARTINEZ, F;BOTELLA, J",PSYCHOL METHODS 11 (2): 193-206 JUN 2006,707,2006,NA,,N,,,,,,
WOS:000235053700005,https://dx.doi.org/10.1146/annurev.psych.56.091103.070229,MEDLINE:16318590,Behavioral Theories And The Neurophysiology Of Reward,"SCHULTZ, W",ANNU REV PSYCHOL 57: 87-115 2006,652,2006,NA,,N,,,,,,
WOS:000238080400004,https://dx.doi.org/10.1016/j.tics.2006.03.007,MEDLINE:16603406,"Conscious, Preconscious, And Subliminal Processing: A Testable Taxonomy","DEHAENE, S;CHANGEUX, JP;NACCACHE, L;SACKUR, J;SERGENT, C",TRENDS COGN SCI 10 (5): 204-211 MAY 2006,626,2006,NA,,N,,,,,,
WOS:000234946500006,https://dx.doi.org/10.1037/0033-2909.132.1.98,MEDLINE:16435959,A Review Of Sex Differences In Peer Relationship Processes: Potential Trade-Offs For The Emotional And Behavioral Development Of Girls And Boys,"ROSE, AJ;RUDOLPH, KD",PSYCHOL BULL 132 (1): 98-131 JAN 2006,605,2006,NA,,N,,,,,,
WOS:000235200800002,https://dx.doi.org/10.1017/S003329170500471X,MEDLINE:16420712,The Age-Dependent Decline Of Attention Deficit Hyperactivity Disorder: A Meta-Analysis Of Follow-Up Studies,"FARAONE, SV;BIEDERMAN, J;MICK, E",PSYCHOL MED 36 (2): 159-165 FEB 2006,597,2006,NA,,N,,,,,,
WOS:000235728700007,https://dx.doi.org/10.1016/j.tics.2005.12.004,MEDLINE:16406760,Can Cognitive Processes Be Inferred From Neuroimaging Data?,"POLDRACK, RA",TRENDS COGN SCI 10 (2): 59-63 FEB 2006,592,2006,NA,,N,,,,,,
WOS:000235053700003,https://dx.doi.org/10.1146/annurev.psych.56.091103.070234,MEDLINE:16318588,Emotion And Cognition: Insights From Studies Of The Human Amygdala,"PHELPS, EA",ANNU REV PSYCHOL 57: 27-53 2006,577,2006,NA,,N,,,,,,
WOS:000241047400003,https://dx.doi.org/10.1037/0033-295X.113.4.766,MEDLINE:17014302,Contextual Guidance Of Eye Movements And Attention In Real-World Scenes: The Role Of Global Features In Object Search,"TORRALBA, A;OLIVA, A;CASTELHANO, MS;HENDERSON, JM",PSYCHOL REV 113 (4): 766-786 OCT 2006,552,2006,NA,,N,,,,,,
WOS:000236957300003,https://dx.doi.org/10.1007/s10803-005-0040-7,MEDLINE:16453071,"Enhanced Perceptual Functioning In Autism: An Update, And Eight Principles Of Autistic Perception","MOTTRON, L;DAWSON, M;SOULIERES, I;HUBERT, B;BURACK, J",J AUTISM DEV DISORD 36 (1): 27-43 JAN 2006,539,2006,NA,,N,,,,,,
WOS:000241636800006,https://dx.doi.org/10.1037/0033-2909.132.6.946,MEDLINE:17073528,The Restless Mind,"SMALLWOOD, J;SCHOOLER, JW",PSYCHOL BULL 132 (6): 946-958 NOV 2006,533,2006,NA,,N,,,,,,
WOS:000238827300010,https://dx.doi.org/10.1016/j.tics.2006.04.008,MEDLINE:16713325,Is Neocortex Essentially Multisensory?,"GHAZANFAR, AA;SCHROEDER, CE",TRENDS COGN SCI 10 (6): 278-285 JUN 2006,518,2006,NA,,N,,,,,,
WOS:000235053700009,https://dx.doi.org/10.1146/annurev.psych.57.102904.190208,MEDLINE:16318594,The Evolutionary Psychology Of Facial Beauty,"RHODES, G",ANNU REV PSYCHOL 57: 199-226 2006,512,2006,NA,,N,,,,,,
WOS:000207450100001,https://dx.doi.org/10.1111/j.1745-6916.2006.00012.x,MEDLINE:26151629,The Power Of Testing Memory Basic Research And Implications For Educational Practice,"ROEDIGER, HL;KARPICKE, JD",PERSPECT PSYCHOL SCI 1 (3): 181-210 SEP 2006,501,2006,NA,,N,,,,,,
WOS:000239795100001,https://dx.doi.org/10.1016/j.neuropsychologia.2006.05.023,MEDLINE:16806314,The Functional Neuroanatomy Of Autobiographical Memory: A Meta-Analysis,"SVOBODA, E;MCKINNON, MC;LEVINE, B",NEUROPSYCHOLOGIA 44 (12): 2189-2208 2006,500,2006,NA,,N,,,,,,
WOS:000241636800007,https://dx.doi.org/10.1037/0033-2909.132.6.959,MEDLINE:17073529,Sex Differences In Trauma And Posttraumatic Stress Disorder: A Quantitative Review Of 25 Years Of Research,"TOLIN, DF;FOA, EB",PSYCHOL BULL 132 (6): 959-992 NOV 2006,492,2006,NA,,N,,,,,,
WOS:000238900600013,https://dx.doi.org/10.1037/0021-9010.91.4.917,MEDLINE:16834514,Probing Three-Way Interactions In Moderated Multiple Regression: Development And Application Of A Slope Difference Test,"DAWSON, JF;RICHTER, AW",J APPL PSYCHOL 91 (4): 917-926 JUL 2006,490,2006,NA,,N,,,,,,
WOS:000235666400012,https://dx.doi.org/10.1002/jclp.20237,MEDLINE:16385481,Mechanisms Of Mindfulness,"SHAPIRO, SL;CARLSON, LE;ASTIN, JA;FREEDMAN, B",J CLIN PSYCHOL 62 (3): 373-386 MAR 2006,489,2006,NA,,N,,,,,,
WOS:000235053700016,https://dx.doi.org/10.1146/annurev.psych.57.102904.190127,MEDLINE:16318601,Personality And The Prediction Of Consequential Outcomes,"OZER, DJ;BENET-MARTINEZ, V",ANNU REV PSYCHOL 57: 401-421 2006,489,2006,NA,,N,,,,,,
WOS:000235498500005,https://dx.doi.org/10.1111/j.1469-7610.2006.01611.x,MEDLINE:16492261,Development Of The Adolescent Brain: Implications For Executive Function And Social Cognition,"BLAKEMORE, SJ;CHOUDHURY, S",J CHILD PSYCHOL PSYCHIAT 47 (3-4): 296-312 MAR-APR 2006,487,2006,NA,,N,,,,,,
WOS:000239354200007,https://dx.doi.org/10.1007/s10865-006-9056-5,MEDLINE:16758315,Social Support And Health: A Review Of Physiological Processes Potentially Underlying Links To Disease Outcomes,"UCHINO, BN",J BEHAV MED 29 (4): 377-387 AUG 2006,478,2006,NA,,N,,,,,,
WOS:000241047400002,https://dx.doi.org/10.1037/0033-295X.113.4.700,MEDLINE:17014301,The Physics Of Optimal Decision Making: A Formal Analysis Of Models Of Performance In Two-Alternative Forced-Choice Tasks,"BOGACZ, R;BROWN, E;MOEHLIS, J;HOLMES, P;COHEN, JD",PSYCHOL REV 113 (4): 700-765 OCT 2006,477,2006,NA,,N,,,,,,
WOS:000241435400002,https://dx.doi.org/10.1037/0022-006X.74.5.797,MEDLINE:17032085,A Meta-Analytic Review Of Benefit Finding And Growth,"HELGESON, VS;REYNOLDS, KA;TOMICH, PL",J CONSULT CLIN PSYCHOL 74 (5): 797-816 OCT 2006,477,2006,NA,,N,,,,,,
WOS:000238773300013,https://dx.doi.org/10.1016/j.jad.2006.02.016,MEDLINE:16677713,A Meta-Analysis Of Cognitive Deficits In Euthymic Patients With Bipolar Disorder,"ROBINSON, LJ;THOMPSON, JM;GALLAGHER, P;GOSWAMI, U;YOUNG, AH;FERRIER, IN;MOORE, PB",J AFFECT DISORDERS 93 (1-3): 105-115 JUL 2006,465,2006,NA,,N,,,,,,
WOS:000237215800007,https://dx.doi.org/10.1001/archpsyc.63.5.530,MEDLINE:16651510,"Depression And Risk For Alzheimer Disease - Systematic Review, Meta-Analysis, And Metaregression Analysis","OWNBY, RL;CROCCO, E;ACEVEDO, A;JOHN, V;LOEWENSTEIN, D",ARCH GEN PSYCHIAT 63 (5): 530-538 MAY 2006,464,2006,NA,,N,,,,,,
WOS:000235498500002,https://dx.doi.org/10.1111/j.1469-7610.2005.01557.x,MEDLINE:16492258,Gene-Environment Interplay And Psychopathology: Multiple Varieties But Real Effects,"RUTTER, M;MOFFITT, TE;CASPI, A",J CHILD PSYCHOL PSYCHIAT 47 (3-4): 226-261 MAR-APR 2006,451,2006,NA,,N,,,,,,
WOS:000235728700009,https://dx.doi.org/10.1016/j.tics.2005.12.009,MEDLINE:16406326,Joint Action: Bodies And Minds Moving Together,"SEBANZ, N;BEKKERING, H;KNOBLICH, G",TRENDS COGN SCI 10 (2): 70-76 FEB 2006,449,2006,NA,,N,,,,,,
WOS:000235498500006,https://dx.doi.org/10.1111/j.1469-7610.2006.01618.x,MEDLINE:16492262,"Common Emotional And Behavioral Disorders In Preschool Children: Presentation, Nosology, And Epidemiology","EGGER, HL;ANGOLD, A",J CHILD PSYCHOL PSYCHIAT 47 (3-4): 313-337 MAR-APR 2006,434,2006,NA,,N,,,,,,
WOS:000236533800009,https://dx.doi.org/10.1016/j.tics.2006.01.011,MEDLINE:16460990,Characterizing Cognition In Adhd: Beyond Executive Dysfunction,"CASTELLANOS, FX;SONUGA-BARKE, EJS;MILHAM, MP;TANNOCK, R",TRENDS COGN SCI 10 (3): 117-123 MAR 2006,425,2006,NA,,N,,,,,,
WOS:000235971200013,https://dx.doi.org/10.1001/archpsyc.63.3.332,MEDLINE:16520440,Suicidality In Pediatric Patients Treated With Antidepressant Drugs,"HAMMAD, TA;LAUGHREN, T;RACOOSIN, J",ARCH GEN PSYCHIAT 63 (3): 332-339 MAR 2006,466,2006,NA,,N,,,,,,
WOS:000248501300003,https://dx.doi.org/10.3758/BF03193146,,"G*Power 3: A Flexible Statistical Power Analysis Program For The Social, Behavioral, And Biomedical Sciences","FAUL, F;ERDFELDER, E;LANG, AG;BUCHNER, A",BEHAV RES METHODS 39 (2): 175-191 MAY 2007,6960,2007,NA,,N,,,,,,
WOS:000247879400007,https://dx.doi.org/,MEDLINE:26821081,"Addressing Moderated Mediation Hypotheses: Theory, Methods, And Prescriptions","PREACHER, KJ;RUCKER, DD;HAYES, AF",MULTIVARIATE BEHAV RES 42 (1): 185-227 2007,2013,2007,NA,,N,,,,,,
WOS:000243900200023,https://dx.doi.org/10.1146/annurev.psych.58.110405.085542,MEDLINE:16968208,Mediation Analysis,"MACKINNON, DP;FAIRCHILD, AJ;FRITZ, MS",ANNU REV PSYCHOL 58: 593-614 2007,1569,2007,NA,,N,,,,,,
WOS:000247122600020,https://dx.doi.org/10.1176/appi.ajp.164.6.942,MEDLINE:17541055,The Worldwide Prevalence Of Adhd: A Systematic Review And Metaregression Analysis,"POLANCZYK, G;DE LIMA, MS;HORTA, BL;BIEDERMAN, J;ROHDE, LA",AMER J PSYCHIAT 164 (6): 942-948 JUN 2007,1465,2007,NA,,N,,,,,,
WOS:000243285700001,https://dx.doi.org/10.1037/0033-2909.133.1.1,MEDLINE:17201568,Threat-Related Attentional Bias In Anxious And Nonanxious Individuals: A Meta-Analytic Study,"BAR-HAIM, Y;LAMY, D;PERGAMIN, L;BAKERMANS-KRANENBURG, MJ;VAN IJZENDOORN, MH",PSYCHOL BULL 133 (1): 1-24 JAN 2007,1119,2007,NA,,N,,,,,,
WOS:000250049600008,https://dx.doi.org/10.1176/appi.ajp.2007.07030504,MEDLINE:17898336,"Functional Neuroimaging Of Anxiety: A Meta-Analysis Of Emotional Processing In Ptsd, Social Anxiety Disorder, And Specific Phobia","ETKIN, A;WAGER, TD",AMER J PSYCHIAT 164 (10): 1476-1488 OCT 2007,1045,2007,NA,,N,,,,,,
WOS:000244410200003,https://dx.doi.org/10.1016/j.tics.2006.11.004,MEDLINE:17188554,Self-Projection And The Brain,"BUCKNER, RL;CARROLL, DC",TRENDS COGN SCI 11 (2): 49-57 FEB 2007,979,2007,NA,,N,,,,,,
WOS:000246412200011,https://dx.doi.org/10.1037/1528-3542.7.2.336,MEDLINE:17516812,Anxiety And Cognitive Performance: Attentional Control Theory,"EYSENCK, MW;DERAKSHAN, N;SANTOS, R;CALVO, MG",EMOTION 7 (2): 336-353 MAY 2007,967,2007,NA,,N,,,,,,
WOS:000246263300004,https://dx.doi.org/10.1001/archpsyc.64.5.543,MEDLINE:17485606,Lifetime And 12-Month Prevalence Of Bipolar Spectrum Disorder In The National Comorbidity Survey Replication,"MERIKANGAS, KR;AKISKAL, HS;ANGST, J;GREENBERG, PE;HIRSCHFELD, RMA;PETUKHOVA, M;KESSLER, RC",ARCH GEN PSYCHIAT 64 (5): 543-552 MAY 2007,911,2007,NA,,N,,,,,,
WOS:000244988200001,https://dx.doi.org/10.1037/1082-989X.12.1.1,MEDLINE:17402809,Methods For Integrating Moderation And Mediation: A General Analytical Framework Using Moderated Path Analysis,"EDWARDS, JR;LAMBERT, LS",PSYCHOL METHODS 12 (1): 1-22 MAR 2007,852,2007,NA,,N,,,,,,
WOS:000247085500001,https://dx.doi.org/10.1037/1082-989X.12.2.121,MEDLINE:17563168,Centering Predictor Variables In Cross-Sectional Multilevel Models: A New Look At An Old Issue,"ENDERS, CK;TOFIGHI, D",PSYCHOL METHODS 12 (2): 121-138 JUN 2007,847,2007,NA,,N,,,,,,
WOS:000243285700002,https://dx.doi.org/10.1037/0033-2909.133.1.25,MEDLINE:17201569,"If It Goes Up, Must It Come Down? Chronic Stress And The Hypothalamic-Pituitary-Adrenocortical Axis In Humans","MILLER, GE;CHEN, E;ZHOU, ES",PSYCHOL BULL 133 (1): 25-45 JAN 2007,715,2007,NA,,N,,,,,,
WOS:000249844500003,https://dx.doi.org/10.1001/archpsyc.64.10.1123,MEDLINE:17909124,A Systematic Review Of Mortality In Schizophrenia - Is The Differential Mortality Gap Worsening Over Time?,"SAHA, S;CHANT, D;MCGRATH, J",ARCH GEN PSYCHIAT 64 (10): 1123-1131 OCT 2007,671,2007,NA,,N,,,,,,
WOS:000243900200002,https://dx.doi.org/10.1146/annurev.psych.57.102904.190143,MEDLINE:16968210,The Representation Of Object Concepts In The Brain,"MARTIN, A",ANNU REV PSYCHOL 58: 25-45 2007,662,2007,NA,,N,,,,,,
WOS:000243709800002,https://dx.doi.org/10.1016/j.biopsycho.2006.06.009,MEDLINE:17049418,The Polyvagal Perspective,"PORGES, SW",BIOL PSYCHOL 74 (2): 116-143 FEB 2007,635,2007,NA,,N,,,,,,
WOS:000244410200007,https://dx.doi.org/10.1016/j.tics.2006.11.005,MEDLINE:17188552,Universal Dimensions Of Social Cognition: Warmth And Competence,"FISKE, ST;CUDDY, AJC;GLICK, P",TRENDS COGN SCI 11 (2): 77-83 FEB 2007,624,2007,NA,,N,,,,,,
WOS:000245745700012,https://dx.doi.org/10.1111/j.1467-9280.2007.01882.x,MEDLINE:17444920,Required Sample Size To Detect The Mediated Effect,"FRITZ, MS;MACKINNON, DP",PSYCHOL SCI 18 (3): 233-239 MAR 2007,596,2007,NA,,N,,,,,,
WOS:000243906000008,https://dx.doi.org/10.1007/s10865-006-9085-0,MEDLINE:17180640,The Fear-Avoidance Model Of Musculoskeletal Pain: Current State Of Scientific Evidence,"LEEUW, M;GOOSSENS, MEJB;LINTON, SJ;CROMBEZ, G;BOERSMA, K;VLAEYEN, JWS",J BEHAV MED 30 (1): 77-94 FEB 2007,586,2007,NA,,N,,,,,,
WOS:000243900200011,https://dx.doi.org/10.1146/annurev.psych.58.110405.085654,MEDLINE:17002553,Social Cognitive Neuroscience: A Review Of Core Processes,"LIEBERMAN, MD",ANNU REV PSYCHOL 58: 259-289 2007,575,2007,NA,,N,,,,,,
WOS:000247752200006,https://dx.doi.org/10.1037/0033-2909.133.4.673,MEDLINE:17592961,Does Tailoring Matter? Meta-Analytic Review Of Tailored Print Health Behavior Change Interventions,"NOAR, SM;BENAC, CN;HARRIS, MS",PSYCHOL BULL 133 (4): 673-693 JUL 2007,568,2007,NA,,N,,,,,,
WOS:000249837400006,https://dx.doi.org/10.3758/BF03193007,MEDLINE:17958149,Distribution Of The Product Confidence Limits For The Indirect Effect: Program Prodclin,"MACKINNON, DP;FRITZ, MS",BEHAV RES METHODS 39 (3): 384-389 AUG 2007,557,2007,NA,,N,,,,,,
WOS:000245059300002,https://dx.doi.org/10.1017/S0033291706008944,MEDLINE:17112400,Internet-Based Cognitive Behaviour Therapy For Symptoms Of Depression And Anxiety: A Meta-Analysis,"SPEK, V;CUIJPERS, P;NYKICEK, I;RIPER, H;KEYZER, J;POP, V",PSYCHOL MED 37 (3): 319-328 MAR 2007,543,2007,NA,,N,,,,,,
WOS:000243900200007,https://dx.doi.org/10.1146/annurev.psych.58.110405.085605,MEDLINE:16903808,The Neurobiology Of Stress And Development,"GUNNAR, M;QUEVEDO, K",ANNU REV PSYCHOL 58: 145-173 2007,541,2007,NA,,N,,,,,,
WOS:000251186100013,https://dx.doi.org/10.1111/j.1467-8721.2007.00534.x,,The Strength Model Of Self-Control,"BAUMEISTER, RF;VOHS, KD;TICE, DM",CURR DIRECTIONS PSYCHOL SCI 16 (6): 351-355 DEC 2007,534,2007,NA,,N,,,,,,
WOS:000246554000038,https://dx.doi.org/10.1126/science.1137651,MEDLINE:17510357,The New Synthesis In Moral Psychology,"HAIDT, J",SCIENCE 316 (5827): 998-1002 MAY 18 2007,531,2007,NA,,N,,,,,,
WOS:000247752200002,https://dx.doi.org/10.1037/0033-2909.133.4.581,MEDLINE:17592957,The Biopsychosocial Approach To Chronic Pain: Scientific Advances And Future Directions,"GATCHEL, RJ;PENG, YB;PETERS, ML;FUCHS, PN;TURK, DC",PSYCHOL BULL 133 (4): 581-624 JUL 2007,530,2007,NA,,N,,,,,,
